YEAR,IMO,NAME,TYPE,GT,LDT,BUILT,LAST FLAG,PREVIOUS_FLAG,BENEFICIAL OWNER,BO COUNTRY,COMMERCIAL OPERATOR,REGISTERED OWNER,RO COUNTRY,PLACE,COUNTRY,ARRIVAL
2024,9142007,XIN LV BAO SHI,Bulk Carrier,"25,933","7,957",1996,Sierra Leone,China,Fujian Xiamen Shipping Co Ltd,China,Fujian Xiamen Shipping Co Ltd,Fujian Xiamen Shipping Co Ltd,China,Chittagong,Bangladesh,24-May
2024,1046922,BAO DI LONG 8,General Cargo Ship,"7,142","3,133",2006,Sierra Leone,China,Gu QW,China,Gu QW,Gu QW,China,Chittagong,Bangladesh,24-May
2024,9086215,HAN JI 2,Platform Supply Ship,"2,961","2,126",1995,Sierra Leone,Unknown,Xingshun Shipping Co Ltd,China,Xingshun Shipping Co Ltd,Xingshun Shipping Co Ltd,China,Chittagong,Bangladesh,24-May
2024,8126848,DONG FANG YONG SHI 2,Anchor Handling Tug Supply,"1,672",0,1983,Panama,,Sinopec Offshore Oilfield Serv,China,Sinopec Offshore Oilfield Serv,Sinopec Offshore Oilfield Serv,China,Chittagong,Bangladesh,24-May
2024,9122306,NAGA 2,Container Ship (Fully Cellular),"4,914","2,453",1996,Comoros,Hong Kong,Fujian Xinan Shipping Co Ltd,China,Fujian Xinan Shipping Co Ltd,Fujian Xinan Shipping Co Ltd,China,Chittagong,Bangladesh,24-May
2024,9203875,JI HAI ZHONG SHAN,Container Ship (Fully Cellular),"3,772","2,175",1998,Gabon,China,SIPG Changjiang Port Logistics,China,Shanghai Jihai Shipping Co Ltd,Shanghai Jihai Shipping Co Ltd,China,Chittagong,Bangladesh,24-May
2024,1061403,BEI FANG MING ZHU,General Cargo Ship,"12,799","5,776",2013,China,,Guangxi Evergreen Shipping,China,Guangxi Evergreen Shipping,Guangxi Evergreen Shipping,China,Chittagong,Bangladesh,24-May
2024,1064467,HAI SHUN FENG 8,General Cargo Ship,"6,476","3,402",2004,Gabon,China,Xiamen Haishunfeng Shipping Co,China,Xiamen Haishunfeng Shipping Co,Xiamen Haishunfeng Shipping Co,China,Chittagong,Bangladesh,24-May
2024,1060904,ZHONG HONG DA 1,Container Ship (Fully Cellular),"8,911","3,981",2006,Sierra Leone,China,Hainan Zhongda Shipping,China,Hainan Zhongda Shipping,Hainan Zhongda Shipping,China,Chittagong,Bangladesh,24-May
2024,1066087,XIN HAO JIANG 206,Bulk Carrier,"7,719","3,328",2008,Gabon,China,Maoming Haojiang Shipping Co,China,Maoming Haojiang Shipping Co,Maoming Haojiang Shipping Co,China,Chittagong,Bangladesh,24-Jun
2024,8876431,KAI 1,Container Ship (Fully Cellular),"4,879","2,404",1994,China,,China Fujian Foreign Trade,China,Fujian Xinan Shipping Co Ltd,Fujian Foreign Trade Centre,China,Chittagong,Bangladesh,24-Jun
2024,1067067,YUN TAI LONG 66,General Cargo Ship,"4,534","2,091",2005,Gabon,China,Xiamen Yuntailong Shipping Co,China,Xiamen Yuntailong Shipping Co,Xiamen Yuntailong Shipping Co,China,Chittagong,Bangladesh,24-Jun
2024,9146845,XING TONG 313,LPG Tanker,"2,203","1,909",1996,Gabon,China,Shanghai Huachen Shpg Co Ltd,China,Shanghai Huachen Shpg Co Ltd,Shanghai Huachen Shpg Co Ltd,China,Chittagong,Bangladesh,24-Jun
2024,1062665,XIANG,Aggregates Carrier,"7,006","3,947",2020,St Kitts & Nevis,China,Lin KH,China,Lin KH,Lin KH,China,Chittagong,Bangladesh,24-Jul
2024,9335214,EVER EXPRESS,General Cargo Ship,"2,556","1,377",2004,Panama,,Sea Carrier Shipping Co Ltd,China,Seiyo Express Co Ltd,Seiyo Star Co Ltd,Marshall Islands,Chittagong,Bangladesh,24-Jul
2024,1067691,YUN SHUO 7,General Cargo Ship,"7,459","3,399",2008,Sierra Leone,China,Fujian Hongshuo Shipping Co,China,Fujian Hongshuo Shipping Co,Fujian Hongshuo Shipping Co,China,Chittagong,Bangladesh,24-Jul
2024,1073406,TAI 97,Bulk Carrier,"8,333","3,232",2009,Gabon,China,Xiamen Hong Tai Shipping Co,China,Xiamen Hong Tai Shipping Co,Xiamen Hong Tai Shipping Co,China,Chittagong,Bangladesh,24-Jul
2024,8907888,AN TON,Refrigerated Cargo Ship,"9,070","5,111",1990,Comoros,Cameroon,China Govt,China,Hai Ling Shipping Hong Kong,Hai Ling Shipping Hong Kong,China,Chittagong,Bangladesh,24-Jul
2024,1074620,MING JIN 1,Bulk Carrier,"6,927","3,278",2006,Sierra Leone,China,Ni YG,China,Ni YG,Ni YG,China,Chittagong,Bangladesh,24-Aug
2024,1073365,HAI 351,Bulk Carrier,"9,984","4,352",2005,Gabon,China,Anhui Yunhai Shipping Co Ltd,China,Anhui Yunhai Shipping Co Ltd,Anhui Yunhai Shipping Co Ltd,China,Chittagong,Bangladesh,24-Aug
2024,8661745,ZHAO 11,General Cargo Ship,"6,507","2,889",2005,Gabon,China,Zhoushan Jinyu Shpg Dev Co,China,Zhoushan Jinyu Shpg Dev Co,Zhoushan Jinyu Shpg Dev Co,China,Chittagong,Bangladesh,24-Aug
2024,1067287,HONG DA XIN 7,General Cargo Ship,"10,346","4,296",2008,Gabon,China,Shanghai Ronghe Dianke Leasing,China,Shanghai Ronghe Dianke Leasing,Shanghai Ronghe Dianke Leasing,China,Chittagong,Bangladesh,24-Aug
2024,9030632,SU ZHOU HAO,Passenger/Ro-Ro Ship (Vehicles),"14,410","5,903",1992,St Kitts & Nevis,China,China COSCO Shipping Corp Ltd,China,China-Japan Intl Ferry Co Ltd,China-Japan Intl Ferry Co Ltd,China,Chittagong,Bangladesh,24-Aug
2024,9070785,SHUN DA FA ZHAN,Bulk Carrier,"25,498","7,809",1994,St Kitts & Nevis,China,Taizhou Gia Shipping Co Ltd,China,Taizhou Gia Shipping Co Ltd,Jiahang Shpg/Yuguang/He JF,China,Chittagong,Bangladesh,24-Sep
2024,9353400,CHANG FEI HAI,General Cargo Ship,"6,487","2,943",2005,Gabon,China,Changjiang National Shipping,China,Changjiang Transportation Tech,Changjiang Transportation Tech,China,Chittagong,Bangladesh,24-Nov
2024,1086843,YUN DA HAI,General Cargo Ship,"6,339","2,881",2005,Gabon,China,Hubei Sinotrans Bulk Cargo,China,Hubei Sinotrans Bulk Cargo,Hubei Sinotrans Bulk Cargo,China,Chittagong,Bangladesh,24-Nov
2024,1077189,CHUN CHAO 9,General Cargo Ship,"6,071","2,736",2006,Gabon,China,Fujian Chunchao Shipping Co Lt,China,Fujian Chunchao Shipping Co Lt,Fujian Chunchao Shipping Co Lt,China,Chittagong,Bangladesh,24-Nov
2024,9066708,NING HUA,Bulk Carrier,"36,557","9,713",1993,St Kitts & Nevis,China,China Shenhua Energy Co Ltd,China,Guoneng Yuanhai Shpg Tianjin,Guoneng Yuanhai Shpg Tianjin,China,Chittagong,Bangladesh,24-Nov
2024,8882911,MING YUE,General Cargo Ship,"2,453",0,1994,China,,Donggang Development Zone,China,Dandong Marine Shipping Co Ltd,Donggang Development Zone,China,Jiangyin,China,24-Feb
2024,8775986,HAN YI 3,Fishing Vessel,616,0,2001,China,,Zhoushan Hanyi Deep-Sea,China,Zhoushan Hanyi Deep-Sea,Zhoushan Hanyi Deep-Sea,China,Zhoushan,China,24-Mar
2024,9072757,YU TIAN NO. 6,LPG Tanker,"1,377",0,1993,China,,Guangxi Zhenghai Shipping Co,China,Guangxi Zhenghai Shipping Co,Guangxi Zhenghai Shipping Co,China,Xinhui,China,24-Jun
2024,8797855,LU RONG YUAN YU 107,Fishing Vessel,651,0,2013,China,,Shandong Lanyue Ocean Fishery,China,Shandong Lanyue Ocean Fishery,Shandong Lanyue Ocean Fishery,China,Shidao,China,24-Jul
2024,8798093,LU RONG YUAN YU 810,Fishing Vessel,651,0,2013,China,,Shandong Lanyue Ocean Fishery,China,Shandong Lanyue Ocean Fishery,Shandong Lanyue Ocean Fishery,China,Shidao,China,24-Jul
2024,8798110,LU RONG YUAN YU 812,Fishing Vessel,648,0,2013,China,,Shandong Lanyue Ocean Fishery,China,Shandong Lanyue Ocean Fishery,Shandong Lanyue Ocean Fishery,China,Shidao,China,24-Jul
2024,8798134,LU RONG YUAN YU 813,Fishing Vessel,648,0,2013,China,,Shandong Lanyue Ocean Fishery,China,Shandong Lanyue Ocean Fishery,Shandong Lanyue Ocean Fishery,China,Shidao,China,24-Jul
2024,8798304,LU RONG YUAN YU 817,Fishing Vessel,651,0,2013,China,,Shandong Lanyue Ocean Fishery,China,Shandong Lanyue Ocean Fishery,Shandong Lanyue Ocean Fishery,China,Shidao,China,24-Jul
2024,8798328,LU RONG YUAN YU 112,Fishing Vessel,651,0,2013,China,,Shandong Lanyue Ocean Fishery,China,Shandong Lanyue Ocean Fishery,Shandong Lanyue Ocean Fishery,China,Shidao,China,24-Jul
2024,8798342,LU RONG YUAN YU 115,Fishing Vessel,651,0,2013,China,,Shandong Lanyue Ocean Fishery,China,Shandong Lanyue Ocean Fishery,Shandong Lanyue Ocean Fishery,China,Shidao,China,24-Jul
2024,8799372,LU RONG YUAN YU 118,Fishing Vessel,651,0,2013,China,,Shandong Lanyue Ocean Fishery,China,Shandong Lanyue Ocean Fishery,Shandong Lanyue Ocean Fishery,China,Shidao,China,24-Jul
2024,8799499,LU RONG YUAN YU 116,Fishing Vessel,651,0,2013,China,,Shandong Lanyue Ocean Fishery,China,Shandong Lanyue Ocean Fishery,Shandong Lanyue Ocean Fishery,China,Shidao,China,24-Jul
2024,8799504,LU RONG YUAN YU 117,Fishing Vessel,651,0,2013,China,,Shandong Lanyue Ocean Fishery,China,Shandong Lanyue Ocean Fishery,Shandong Lanyue Ocean Fishery,China,Shidao,China,24-Jul
2024,8799516,LU RONG YUAN YU 119,Fishing Vessel,651,0,2013,China,,Shandong Lanyue Ocean Fishery,China,Shandong Lanyue Ocean Fishery,Shandong Lanyue Ocean Fishery,China,Shidao,China,24-Jul
2024,8799528,LU RONG YUAN YU 120,Fishing Vessel,651,0,2013,China,,Shandong Lanyue Ocean Fishery,China,Shandong Lanyue Ocean Fishery,Shandong Lanyue Ocean Fishery,China,Shidao,China,24-Jul
2024,9175315,DONG JIANG XIANG,Bulk Carrier,"39,385","11,584",1999,China,,Tianjin Changming Shpg Group,China,Tianjin Dongjiang Shpg Co Ltd,Tianjin Dongjiang Shpg Co Ltd,China,Xinhui,China,24-Sep
2024,8756629,TIAO ZHAN,"Production Platform, semi submersible","17,537","16,327",1975,Comoros,Liberia,China National Offshore Oil,China,China National Offshore Oil,CNOOC FPSO Holding Ltd,China,Alang,India,24-May
2024,1076422,YU HAI TO,Articulated Pusher Tug,"1,920","1,721",2008,St Kitts & Nevis,China,Unknown,China,Unknown,Unknown,China,Alang,India,24-Oct
2024,1076410,HAI TUO,Articulated Pusher Tug,"1,920","1,721",2007,St Kitts & Nevis,China,Unknown,China,Unknown,Unknown,China,Alang,India,24-Oct
2024,9045948,STAR,Refrigerated Cargo Ship,"9,829","5,538",1992,St Kitts & Nevis,Panama,Lin C & Wu X,China,Zhoushan Ningtai Ocean Fish,Hong Kong Hoi Shun Import,Hong Kong,Alang,India,24-Nov
2024,9064798,HONG,Container Ship (Fully Cellular),"28,892","11,618",1995,St Kitts & Nevis,China,Xiamen Port Shipping Co Ltd,China,Xiamen Port Shipping Co Ltd,Xiamen Port Shipping Co Ltd,China,Gadani,Pakistan,24-Jan
2024,9422574,FAR EAST GRACE,Container Ship (Fully Cellular),"6,253","3,585",2007,Hong Kong,,China United Lines Ltd,China,Guangzhou Zhongrun Shipping Co,Guo Xiang Shippig Ltd,Hong Kong,Gadani,Pakistan,24-Jul
2024,1044297,YI CHENG 58,General Cargo Ship,"8,726","4,301",2007,Gabon,China ,Xiamen Yichengda Shipping Co,China ,Xiamen Yichengda Shipping Co,Xiamen Yichengda Shipping Co,China ,Chittagong,Bangladesh,24-Jan
2024,7525463,SONG,Bulk Carrier,"28,561","11,247",1977,Sierra Leone,China ,China Govt,China ,Tianjin Yuanhua Shipping Co,Tianjin Yuanhua Shipping Co,China ,Chittagong,Bangladesh,24-Jan
2024,9008536,JIN YUAN HE,Container Ship (Fully Cellular),"16,236","6,710",1991,Gabon,,Fujian Zhonghang Shpg Co Ltd,China ,Fujian Zhonghang Shpg Co Ltd,Fujian Zhonghang Shpg Co Ltd,China ,Chittagong,Bangladesh,24-Jan
2024,1036795,LUFFY,General Cargo Ship,"9,474","4,635",2007,St Kitts & Nevis,China,Lianyungang Hengrong Shipping,China ,Lianyungang Hengrong Shipping,Lianyungang Hengrong Shipping,China ,Chittagong,Bangladesh,24-Feb
2024,9112416,DONG FANG,Container Ship (Fully Cellular),"4,879","2,395",1994,Sierra Leone,,New Century Shipping Hong Kong,China ,New Century Shipping Hong Kong,New Century Shipping Hong Kong,Hong Kong ,Chittagong,Bangladesh,24-Feb
2024,9071595,EZ FORTUNA,Bulk Carrier,"24,550","7,371",1995,Panama,,Xu D,China ,EZ Shipping Ltd,EZ Shipping Ltd,Hong Kong ,Chittagong,Bangladesh,24-Mar
2024,9032707,XIN XIANG RUI,Bulk Carrier,"13,696","5,119",1992,Sierra Leone,China ,Yangpu Zhehai Shipping Co,China ,Shanghai Yang Pu Zhe Hai Shpg,Shanghai Yang Pu Zhe Hai Shpg,China ,Chittagong,Bangladesh,24-Mar
2024,8618762,QING YUAN YU 012,Fishing Vessel,577,509,1987,China ,,Qingdao Furui Fisheries Co Ltd,China ,Qingdao Furui Fisheries Co Ltd,Qingdao Furui Fisheries Co Ltd,China ,Unknown,China ,24-Jan
2024,9049164,DE SHENG 9,General Cargo Ship,"6,997",0,1992,"China, People's Republic Of",,Xiamen Hong Tai Shipping Co,China ,Xiamen Hong Tai Shipping Co,Xiamen Hong Tai Shipping Co,China ,Unknown,China ,24-Jan
2024,8816156,ZE LENG,Refrigerated Cargo Ship,"11,658","7,006",1991,St Kitts & Nevis,Panama,HongKong Shunze International,China ,Hong Kong Tian Cheng Intl Ship,HongKong Shunze International,Hong Kong ,Alang,India,24-Jan
2024,1042988,ZE SHENG,Aggregates Carrier,"6,693","3,492",2017,St Kitts & Nevis,China ,Fujian Yidesheng Shipping Co,China ,Fujian Yidesheng Shipping Co,Fujian Yidesheng Shipping Co,China ,Alang,India,24-Jan
2024,9309514,G HARMONY,General Cargo Ship,"24,960","11,312",2005,Panama,,Sea Star Ships Management,China ,Glory Ships Co Ltd,G Harmony Ltd,Marshall Islands,Gadani,Pakistan,24-Jan
2024,9150303,RONG DA CHANG SHA,General Cargo Ship,"18,207","9,346",1998,Panama,,Rongtua Holding Pte Ltd,China ,RTA Changsha Ltd,RTA Changsha Ltd,Liberia,Gadani,Pakistan,24-Mar
2024,7032246,CARIBBEAN EXPRESS,General Cargo Ship,"1,880",0,1970,Colombia,,Howard & Cia S en CS,Colombia,Howard & Cia S en CS,Howard & Cia S en CS,Colombia,Unknown,Unknown,24-Apr
2024,8311118,ICE RIVER,Refrigerated Cargo Ship,"12,401","6,984",1985,Bahamas,,Cool Carriers Ltd,Cyprus,Cool Carriers AB,Whisper Mariner Corp,Panama,Alang,India,24-Jan
2024,8313702,BONTRUP EMIRATES,General Cargo Ship (Open Hatch),"28,239","11,722",1986,Bahamas,,GBSMT Ltd,Cyprus,SMT Shipping Cyprus Ltd,Aruba Pearl Shipping Co Ltd,Marshall Islands,Alang,India,24-Feb
2024,8408882,TROPICAL SKY,Refrigerated Cargo Ship,"9,749","5,358",1986,Bahamas,,Acheon Akti Navigation Co Ltd,Cyprus,Acheon Akti Navigation Co Ltd,Mayfield Shipping Corp,Panama,Alang,India,24-Aug
2024,8311120,ICE RUNNER,Refrigerated Cargo Ship,"12,411","6,974",1984,Bahamas,,Cool Carriers AB,Cyprus,Cool Carriers AB,Carpe Marine Group SA,Panama,Alang,India,24-Sep
2024,7397593,PILGRIM,Bucket Ladder Dredger,"1,496","1,870",1975,Tanzania (Zanzibar),,Whiteform Contracts Ltd,Cyprus,Whiteform Contracts Ltd,Whiteform Contracts Ltd,Cyprus,Aliaga,Turkey,24-May
2024,7368970,SUSANITA,Fishing Vessel,516,0,1973,Denmark,,Schmidt RH,Denmark,Schmidt RH,Schmidt RH,Denmark,Grenaa,Denmark,23-Dec
2024,7320485,NORDIA-N,Trailing Suction Hopper Dredger,630,0,1973,Denmark,,NCC Industry A/S,Denmark,NCC Industry A/S,NCC Industry A/S,Denmark,Frederikshavn,Denmark,24-Jul
2024,9000302,MY MERAY,Bulk Carrier,"21,941","6,925",1992,Belize,,Janchart Shipping A/S,Denmark,Eastern Star Shipping,4Brother's Shipping Ltd,Liberia,Alang,India,24-Oct
2024,9215165,JEPPESEN MAERSK,Container Ship (Fully Cellular),"30,166","6,314",2001,Denmark (Dis),,Moller-Maersk A/S,Denmark,Maersk A/S,Maersk A/S,Denmark,Aliaga,Turkey,24-May
2024,9164237,ALEXANDER MAERSK,Container Ship (Fully Cellular),"14,120","6,122",1998,Denmark (Dis),,Moller AP,Denmark,Maersk A/S,Maersk A/S,Denmark,Aliaga,Turkey,24-Jul
2024,9105970,Y GLORY,Container Ship (Fully Cellular),"16,801","7,771",1996,St Kitts & Nevis,Egypt,CORPLEASE,Egypt,Mahoney Shipping & Marine Serv,CORPLEASE,Egypt,Alang,India,24-Aug
2024,8215065,MISR GULF V,Offshore Tug/Supply Ship,936,0,1983,Egypt,,MISR Gulf Shipping & Offshore,Egypt,Misr Gulf Shipping & Offshore,Misr Gulf Shipping & Offshore,Egypt,Unknown,Unknown,24-Apr
2024,8211576,HERMES,Anchor Handling Tug Supply,"2,322",0,1983,Cyprus,,Alfons Hakans AS,Estonia,Alfons Hakans AS,Alfons Hakans AS,Estonia,Liepaja,Latvia,24-Feb
2024,8320585,ATLA,Refrigerated Cargo Ship,"3,402",0,1985,Palau,,Norfos Shipping Ltd,Estonia,Tambels Ltd-BZE,Tambels Ltd-BZE,Belize,Aliaga,Turkey,24-Jul
2024,7385112,FERN,"FSO, Oil","1,53,124","41,716",1979,St Kitts & Nevis,Gabon,Perenco SA,France,Perenco Oil & Gas Gabon SA,Perenco Oil & Gas Gabon SA,Gabon,Chittagong,Bangladesh,24-Jun
2024,4544913,JEAN DE VIENNE,Frigate,,"4,500",1984,France,,France Govt,France,France Govt Marine Nationale,France Govt Marine Nationale,France,Bassens,France,24-Jan
2024,4544860,CASSARD,Frigate,,"4,500",1988,France,,France Govt,France,France Govt Marine Nationale,France Govt Marine Nationale,France,Bassens,France,24-Feb
2024,9183271,ION,Shuttle Tanker,"80,086","23,236",2000,St Kitts & Nevis,Cameroon,FTL Shipmanagement Co Ltd,Georgia,Sorni Shipping Co Ltd,Sorni Shipping Co Ltd,Seychelles,Chittagong,Bangladesh,24-Oct
2024,8222185,HAITHABU,General Cargo Ship,"1,372",734,1984,Cyprus,,Jeske L,Germany,Shipping Inside GmbH & Co KG,Shipping Inside GmbH & Co KG,Germany,Grenaa,Denmark,24-Sep
2024,8124503,SIRIUS,Products Tanker,676,444,1982,Germany,,Broring Beteiligungs mbH,Germany,BOT Broering Oil Trans GmbH,BOT Broering Oil Trans GmbH,Germany,Esbjerg,Denmark,24-Dec
2024,9063988,BORD,Container Ship (Fully Cellular),"10,736","5,723",1993,St Kitts & Nevis,Antigua & Barbuda,Navalis Shipping GmbH & Co KG,Germany,Tom Worden GmbH & Co KG,Spirit of Africa Shipping Co,Antigua & Barbuda,Alang,India,24-Jun
2024,9015216,STREAM,Refrigerated Cargo Ship,"13,049","7,630",1992,Bahamas,,Chartworld Shipping Corp,Greece,Chartworld Shipping Corp,Papigo Shipping Corp,Marshall Islands,Alang,India,24-Jun
2024,9192765,AQUILA,Chemical/Products Tanker,"23,843","8,084",1999,Panama,,Simplicity Enterprises Inc,Greece,Roswell Tankers Corp,Aquila Marine Inc,Liberia,Alang,India,24-Sep
2024,7402465,AFTHONIA V,Yacht,"1,293",0,1975,Togo,Panama,SSH Maritime Management Ltd,Greece,SSH Maritime Management Ltd,Sea Fleurs Ltd,British Virgin Islands,Aliaga,Turkey,24-Feb
2024,9235622,CONTSHIP PRO,Container Ship (Fully Cellular),"9,528","4,852",2003,Liberia,,Contships Management Inc,Greece,CMA CGM SA The French Line,Rosehill Shipholding Inc,Liberia,Aliaga,Turkey,24-Mar
2024,7525592,DIAA,General Cargo Ship,"2,551",0,1977,Comoros,,Romarine Europe Ltd,Greece,Romarine Europe Ltd,Usta Shipping Co,Liberia,Aliaga,Turkey,24-Jul
2024,6724713,ISTOS X,Platform Supply Ship,590,0,1967,Greece,,Spanopoulos Group SA,Greece,Ignatios Spanopoulos SA,Christos XXXII Spanopoulos,Greece,Aliaga,Turkey,24-Sep
2024,8523357,TITAN,Tug,481,0,1984,Greece,,Gigilinis Shipping Group,Greece,Gigilinis Salvage & Towage,Thisseas Shipping,Greece,Aliaga,Turkey,24-Sep
2024,7414286,PROMITHEAS,Chemical Tanker,"2,117","1,244",1975,Togo,Greece,Demotank Shipping,Greece,Demotank Shipping,Demotank Shipping,Greece,Aliaga,Turkey,24-Nov
2024,7612668,LEN,General Cargo Ship,"1,769",0,1977,Togo,Greece,Kagiafas Marine Co,Greece,El Greco Maritime Co,El Greco Maritime Co,Netherlands,Aliaga,Turkey,24-Dec
2024,9007350,BOS LINA,General Cargo Ship,"7,989","3,287",1991,Togo,,BOS Shipping SA,Honduras,BOS Shipping SA,Voyager Bulkers SA,Liberia,Gadani,Pakistan,24-Apr
2024,9097056,HONG YING,Refrigerated Cargo Ship,"2,383","1,568",1984,Mongolia,Panama,Hai Ling Shipping Hong Kong,Hong Kong,Hai Ling Shipping Hong Kong,Hai Ling Shipping Hong Kong,Hong Kong,Chittagong,Bangladesh,24-May
2024,9037214,YUA,Container Ship (Fully Cellular),"7,167","4,476",1994,St Kitts & Nevis,Hong Kong,Grandfame Ship Management Ltd,Hong Kong,Jipeng Fuzhou Ship Management,Jiyuan Shipping Ltd-HKG,Hong Kong,Chittagong,Bangladesh,24-Jun
2024,9187435,INDU,Crude Oil Tanker,"57,925","16,696",1999,Comoros,Belize,Ushba Shipping Ltd,Hong Kong,Ushba Shipping Ltd,Ushba Shipping Ltd,Hong Kong,Chittagong,Bangladesh,24-Aug
2024,9120059,RINCE,Bulk Carrier,"36,559","9,214",1996,St Kitts & Nevis,Panama,LT Princess Shipping Co Ltd,Hong Kong,LT Princess Shipping Co Ltd,LT Princess Shipping Co Ltd,Hong Kong,Chittagong,Bangladesh,24-Nov
2024,9016923,KEL,Chemical/Products Tanker,"5,677","3,535",1994,St Kitts & Nevis,Sierra Leone,Elay Marine Ltd,Hong Kong,Elay Marine Ltd,Elay Marine Ltd,Hong Kong,Alang,India,24-May
2024,9079145,TUNE,Bulk Carrier,"37,550","9,987",1994,St Kitts & Nevis,Sierra Leone,YH Princess Shipping Co Ltd,Hong Kong,YH Princess Shipping Co Ltd,YH Princess Shipping Co Ltd,Hong Kong,Gadani,Pakistan,24-Jan
2024,7728601,JON KJARTANSSON,Fishing Vessel,"1,693",0,1978,Iceland,,Eskja hf,Iceland,Eskja hf,Eskja hf,Iceland,Esbjerg,Denmark,24-May
2024,9211688,ISLEIFUR,Fishing Vessel,"2,000",0,2000,Iceland,,Vinnslustodin hf,Iceland,Vinnslustodin hf,Vinnslustodin hf,Iceland,Esbjerg,Denmark,24-Oct
2024,9207326,ISL STAR,Bulk Carrier,"38,835","10,177",1999,Liberia,,TM International Logistics Ltd,India,International Shpg & Logistics,International Shpg & Logistics,United Arab Emirates,Chittagong,Bangladesh,24-Mar
2024,9170432,SWARAJYA,Products Tanker,"21,827","8,542",1998,St Kitts & Nevis,India,Shipping Corp of India Ltd,India,Shipping Corp of India Ltd,Shipping Corp of India Ltd,India,Chittagong,Bangladesh,24-Apr
2024,9128817,APJ MAHAKALI,Bulk Carrier,"36,559","9,126",1996,India,,Apeejay Shipping Ltd,India,Apeejay Shipping Ltd,Apeejay Shipping Ltd,India,Chittagong,Bangladesh,24-Jul
2024,9213301,RADA,Crude Oil Tanker,"62,385","18,860",2001,St Kitts & Nevis,Cameroon,Darya Shipping Pvt Ltd,India,Darya Shipping Pvt Ltd,Aegean Shipping Corp,Panama,Chittagong,Bangladesh,24-Oct
2024,8845494,NAND RAJGADI,General Cargo Ship,"1,491",796,1991,India,,Essar Shipping Ltd,India,Arkay Logistics Ltd,Arkay Logistics Ltd,India,Alang,India,24-Feb
2024,9172284,DARK KNIGHT,Anchor Handling Tug Supply,"2,599","2,606",1998,Palau,India,Hind Offshore Pvt Ltd,India,Hind Offshore Pvt Ltd,Hind Offshore Pvt Ltd,India,Alang,India,24-Apr
2024,8755508,TAHARA,"Production Platform, semi submersible","12,286","9,445",1973,St Kitts & Nevis,Liberia,Aban Offshore Ltd,India,Aban Offshore Ltd,Aban Offshore Ltd,India,Alang,India,24-May
2024,9033751,DUTA 1,Ro-Ro Cargo Ship,"16,350","5,913",1991,Indonesia,,Repindo Jagad Raya PT,Indonesia,Duta Shipping International PT,Duta Shipping International PT,Indonesia,Chittagong,Bangladesh,24-Jan
2024,8912730,P DELTA,Container Ship (Fully Cellular),"9,601","5,256",1993,St Kitts & Nevis,,Caraka Tirta Perkasa PT,Indonesia,Caraka Tirta Perkasa PT,Caraka Tirta Perkasa PT,Indonesia,Chittagong,Bangladesh,24-Jan
2024,9045431,JOHN C,Products Tanker,"12,317","4,759",1993,Comoros,Indonesia,Atamimi Group of Companies,Indonesia,Atamimi Group of Companies,Atamimi Group of Companies,Indonesia,Chittagong,Bangladesh,24-Feb
2024,9014092,MEDAN 2,Container Ship (Fully Cellular),"17,610","7,291",1991,Comoros,Indonesia,Meratus Line PT,Indonesia,Meratus Line PT,Meratus Line PT,Indonesia,Chittagong,Bangladesh,24-Apr
2024,8220125,TITAN,Limestone Carrier,"15,631",0,1983,Comoros,Tuvalu,Indobaruna Bulk Transport PT,Indonesia,Indobaruna Bulk Transport PT,Indobaruna Bulk Transport PT,Indonesia,Chittagong,Bangladesh,24-May
2024,9123128,NARESWAR,Bulk Carrier,"38,232","10,308",1996,St Kitts & Nevis,Indonesia,Andhika Lines,Indonesia,Andhika Lines,Indah Bima Prima,Indonesia,Chittagong,Bangladesh,24-Jul
2024,9060534,SURYA A,LNG Tanker,"20,519","8,168",1996,Niue,Bahamas,Humpuss Intermoda PT,Indonesia,Humpuss Intermoda PT,MCGC International,Bahamas,Chittagong,Bangladesh,24-Sep
2024,9031727,ARMADA SEJATI,Container Ship (Fully Cellular),"6,093","3,322",1991,Indonesia,,Salam Pacific Indonesia Lines,Indonesia,Salam Pacific Indonesia Lines,Salam Pacific Indonesia Lines,Indonesia,Chittagong,Bangladesh,24-Dec
2024,9062702,ELIN,Chemical Tanker,"10,911","5,270",1993,St Kitts & Nevis,Indonesia,Waruna Nusa Sentana PT,Indonesia,Waruna Nusa Sentana PT,Waruna Nusa Sentana PT,Indonesia,Alang,India,24-Nov
2024,9168582,TANTO,Container Ship (Fully Cellular),"8,612","4,218",1998,St Kitts & Nevis,Indonesia,Tanto Intim Line PT,Indonesia,Tanto Intim Line PT,Tanto Intim Line PT,Indonesia,Alang,India,24-Dec
2024,8908246,GAS PATRA,LPG Tanker,"3,478","2,269",1990,Indonesia,,PERTAMINA Trans Kontinental,Indonesia,Pertamina Trans Kontinental,Pertamina Trans Kontinental,Indonesia,"Unknown Shipbreakers, Indonesi",Indonesia,24-Oct
2024,9018244,MERATUS SIBOLGA,General Cargo Ship,"3,256","1,340",1993,Indonesia,,Meratus Line PT,Indonesia,Meratus Line PT,Meratus Line PT,Indonesia,"Unknown Shipbreakers, Indonesi",Indonesia,24-Nov
